time	pagename	username	content	photo	video	link	kdv	kq	cmt	
08/08/25 - 08:45	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1oGz1ydm1dWKUGghJy3k44C08HHikjOxm/view?usp=sharing	Hưng	L	
08/08/25 - 09:42	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/19yD2jW4PrNMJCuWeAaTekbouvr9O7DnA/view?usp=sharing	Hưng	L	
08/08/25 - 11:09	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1EQff35kE8agKVRMYAwpKGWNVxwHFf8kM/view?usp=sharing	Hưng		
08/08/25 - 11:09	FP - BEAT NOW	Nguyễn Thu Uyên	@Nguyễn Hưng e gửi vid với ạ				Hưng		
08/08/25 - 11:09	FP - BEAT NOW	Nguyễn Hưng	con nào là messi đây	525699380_1229187745630639_8705153362963814126_n.png			Hưng	L	
08/08/25 - 11:09	FP - BEAT NOW	Phạm Minh Đức	sai title r				Hưng		
08/08/25 - 11:09	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1V7ITaiW9dOwfr19fzihmTZE-oULBC3Om/view?usp=sharing	Hưng	L	
08/08/25 - 11:09	FP - BEAT NOW	Nguyễn Thu Uyên	chắc con nào cũng messi =)))				Hưng		
08/08/25 - 11:59	FP - BEAT NOW	Nguyễn Thu Uyên	Top 1 trend thuộc về nàng hậu phương rồi    Video: NguyễnTuấn_14 #beatnow #tiepluatuhao		527351551_24097816316554148_922425689551063126_n.mp4		Hưng	L	
08/08/25 - 11:59	FP - BEAT NOW	Nguyễn Việt Anh	@Nguyễn Hưng  a xem giúp e ạ				Hưng		
08/08/25 - 14:42	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1zjXOakpy9lLd3xNp00YDTHAhQY4kINi6/view?usp=sharing	Hưng	L	
08/08/25 - 14:42	FP - BEAT NOW	Nguyễn Thu Uyên	@Nguyễn Hưng e gửi vid ạ				Hưng		
08/08/25 - 15:17	FP - BEAT NOW	Nguyễn Việt Anh	MẤY QUÁN XÁ QUẢ NÀY KHÔNG KIẾM ĐƯỢC MIẾNG NÀO TỪ ĐẠI GIA ĐÌNH NÀY RỒI    Ai không biết còn tưởng đây là đoàn nấu ăn thiện nguyện, cơ mà thực ra là cả 1 đại gia đình đang đi du lịch. Tưởng đâu gia đình khiêng nguyên căn bếp lên xe, tự nấu tất tần tật luôn   Trông vất vả cơ mà cũng vui.  Nhưng nhà xe nào chịu chở cả bình ga thì cũng nể thiệt...  Video: Thiện	"527320666_1734521727208831_7392497435723365291_n.jpg 527696411_1836255287305565_561418852975331656_n.jpg 526959328_584061744641113_4644021941550917900_n.jpg"			Hưng	L	
08/08/25 - 15:17	FP - BEAT NOW	Nguyễn Việt Anh	@Nguyễn Hưng a xem giúp e ạ				Hưng		
08/08/25 - 15:17	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1a01N_enlyOMeKADaR-lYsVYJgf49DPfy/view?usp=sharing	Hưng	L	
08/08/25 - 15:42	FP - BEAT NOW	Nguyễn Đức Hậu	Có online đó khum em ui				Hưng		
08/08/25 - 16:03	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1j0AHqwvZ3wKc1i4oNr-qfohcgXlPkZoT/view?usp=sharing	Hưng	L	
08/08/25 - 16:03	FP - BEAT NOW	Nguyễn Việt Anh	Bảo nhà t du lịch không tốn bao nhiu mà hông tin	527128667_1053737729852681_8002686838322269052_n.jpg			Hưng	L	
08/08/25 - 16:55	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1lnbFVVTsNr73hCDP-kdlsS5dJhcoC92w/view?usp=sharing	Hưng	L	
08/08/25 - 17:34	FP - BEAT NOW	Nguyễn Việt Anh	: “Nó chưa bao giờ hỏi tao có muốn hay không”  Video: ồn ào nhất lớp		528051744_24410108855251129_2175841782068269799_n.mp4		Hưng	L	
08/08/25 - 17:34	FP - BEAT NOW	Nguyễn Việt Anh	@Nguyễn Hưng  a xem giúp e ạ		526749176_30723164910662745_9052675582653445252_n.mp4		Hưng		
08/08/25 - 18:14	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1Dvhq6gJg8yqP8h-ScUjyyQfBUoz8wxPr/view?usp=sharing	Hưng	L	
09/08/25 - 09:56	FP - BEAT NOW	Phạm Minh Đức	Trung bình giờ nghỉ giải lao của các đồng chí tham gia A80    Các chị em cứ yên tâm rồi ai cũng được tới lượt đu trend   Video: fantasticz #Beatnow #tiepluatuhao		528755145_24581838301432622_5800892080662811482_n.mp4		Hưng	L	
09/08/25 - 10:15	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1IvtksxMk197l4pswQyMPPS_V9ut82Zyt/view?usp=sharing	Hưng	L	
09/08/25 - 13:36	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1l2S7Na1TnKUNLgYnKZTh0BIjGyUxldXH/view?usp=sharing	Hưng	L	
09/08/25 - 15:29	FP - BEAT NOW	Nguyễn Việt Anh	1 đứa 23 tuổi, 1 đứa 27 tuổi, 1 đứa 36 tuổi đã có chồng 2 con mà nghe tiếng xe mẹ về vẫn phải chạy mất dép  … Tại cơm chưa cắm, nhà chưa quét, chén chưa rửa.  Video: chuyencuaphuong		527594812_24238432522474760_5054970623505869523_n.mp4		Hưng	L	
09/08/25 - 16:31	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1KVZRnIbPLa_rQYiE390pab9K-dPIuyeb/view?usp=sharing	Hưng	L	
09/08/25 - 17:05	FP - BEAT NOW	Nguyễn Việt Anh				https://l.facebook.com/l.php?u=https%3A%2F%2Fvt.tiktok.com%2FZSSgVc8fQ%2F%3Ffbclid%3DIwZXh0bgNhZW0CMTEAAR5E9ISO1slyB-0XGB8WcmbhPGPp3oUcVO9tPMXTXgffZMsm-UGyo4GtGWhlPQ_aem_tmqVR7H0vztAuzbWHb782A&h=AT0Qy2Pr63TumYDgZFpHaNDgyKN4op6tfUE15NaLvsoOG5FzclGuKX27L6ntcBKdfv7M1TrnrOjQBfSnM7Xbm5Q-v5MCbDx6P2zslk3vTzXwfXkKv7-yCyQr-DTLOnm6Kw934RsLeQZ7Ehk&s=1	Hưng		
09/08/25 - 17:05	FP - BEAT NOW	Nguyễn Việt Anh	@Nguyễn Hưng  a ơi vid này lên fb dc k ạ				Hưng		
09/08/25 - 17:29	FP - BEAT NOW	Hưng	Thay nhạc nha				Hưng	L	
09/08/25 - 17:29	FP - BEAT NOW	Nguyễn Hưng	Với cả đừng 1 viết là CA viết a áo xanh thui				Hưng		
09/08/25 - 17:29	FP - BEAT NOW	Nguyễn Việt Anh	Rồi cuối cùng ai trả chầu này    Video: 123456@		527890590_23907277728954189_7520412788259379264_n.mp4		Hưng	L	
09/08/25 - 18:21	FP - BEAT NOW	Nguyễn Việt Anh	49 gặp 53 đã khó, nay lại cùng 72A.777…    Video: Nguyễn Anh Tiến		528758911_10090355051092374_2520087537816295336_n.mp4		Hưng	L	
09/08/25 - 19:14	FP - BEAT NOW	Nguyễn Việt Anh	@Nguyễn Hưng  a oi				Hưng		
10/08/25 - 09:51	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/15gu9REDNa25ugqBzRd-0ODvV9VaE7OAQ/view?usp=sharing	Hưng	L	
10/08/25 - 11:07	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1FkQGr-wY_SDrkttY6k_9w_pRkhRqlpkb/view?usp=sharing	Hưng	L	
10/08/25 - 13:46	FP - BEAT NOW	Nguyễn Việt Anh	Hình ảnh được 1 người dân chia sẻ rằng mọi người đang xếp hàng để được làm thủ tục hành chính.   Ai cũng đến từ sớm mà mọi người đứng không nổi nên phải nhờ mũ bảo hiểm xếp hàng hộ   tại các bác cũng có tuổi rồi.  Video: Khanh Thi Nguyen		530247704_24470814995890937_2481469627558252150_n.mp4		Hưng	L	
10/08/25 - 15:01	FP - BEAT NOW	Nguyễn Việt Anh	Boy phố chính quy có khác   được chào đón hẳn  Video: MaikaKidsHN #beatnow #tiepluatuhao		517353362_24104587899163885_6240250992618998766_n.mp4		Hưng	L	
10/08/25 - 15:25	FP - BEAT NOW	Nguyễn Việt Anh	Có tí men vào là các cụ hồi xuân    Video: Đinh văn chuyền		519499805_24163757796641790_4157746920093531856_n.mp4		Hưng	L	
10/08/25 - 16:11	FP - BEAT NOW	Nguyễn Việt Anh	Cái nết cười của 2 đứa bây đủ wao rồi đó    Video: Phương Nam		529833570_24093897943566456_1394502388281908023_n.mp4		Hưng	L	
10/08/25 - 16:46	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1UxGOMGN8ByCP5IlqNFAQCX4vZBmWsbqA/view?usp=sharing	Hưng	L	
10/08/25 - 18:11	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1OK5CNUTqcTRGKEmNTaTrrF-vwNrNtuej/view?usp=sharing	Hưng	L	
10/08/25 - 18:47	FP - BEAT NOW	Nguyễn Việt Anh	Bạn gì mà thơm phức vậy sen   cho cắn míng ik  Video: Nguyễn Minh Công Bống		515087168_9854200224686601_6532592032488996623_n.mp4		Hưng	L	
11/08/25 - 09:58	FP - BEAT NOW	Phạm Minh Đức				https://vt.tiktok.com/ZSStBV1T2/	Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Phạm Minh Đức	Vid này có bị sao khum kd oi @Nguyễn Hưng				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/15MnkNlVIM2VFxKKvvTnNeRM6H3USMFnX/view?usp=sharing	Hưng	L	
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Hưng	e nghĩ nên sửa cap chút a ạ. Vì e thấy tai nạn cũng khá nghiêm trọng với ông này				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Đức Hậu	Đoạn ngã lồng chim che rồi em				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Hưng	thế chắc a gửi nhầm vid chưa che hay sao ạ				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Hưng	với cả là có che thì vẫn cần sửa cap lại a ạ				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Đức Hậu	Vẫn là video đó ấy em				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Đức Hậu	Đây là tự ngã chứ có ai làm ông ấy đâu				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Hưng	dc nhé b ơi nma cap nghiêm túc nhé :)))				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Hưng	vâng thì ý e là sửa cap để sao cho k thể hiện sự vui mừng vì ông ý tai nạn như thế thôi a				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Hưng	cả cái giàn đổ vào ng nhthe thì sao bthg dc ạ				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Đức Hậu	Ông ấy ngã ra sàn, còn cái lồng chim đổ ra sân				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Đức Hậu	Với các cú ngã thì như vậy là bình thường				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Hưng	thì a sửa cap 1 chút thôi chứ vid k có vấn đề a nhé				Hưng	L	
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Hưng	chỉ cần bỏ vui mừng là dc a				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Đức Hậu	Chào ông chủ! chúng tôi đi đây    Video: Thanh Điền				Hưng	L	
11/08/25 - 09:58	FP - BEAT NOW	Nguyễn Đức Hậu	Cap này em nhé				Hưng		
11/08/25 - 09:58	FP - BEAT NOW	Phạm Minh Đức	Đang quay phóng sự cưới mà tự nhiên trở thành clip ghi hình vụ tai nạn    Video: Hồ Minh Khương		528753923_24335985296089144_2339948750225888246_n.mp4		Hưng	L	
11/08/25 - 11:21	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1-WNEE2PK_t9rciViNEy9CzUFAvrb8mn4/view?usp=sharing	Hưng	L	
11/08/25 - 11:21	FP - BEAT NOW	Nguyễn Đức Hậu	Chuyện là em thuê nhà ở gần sân bóng, cứ đến 5h sáng các ông bà tập thể dục bật nhạc remix không khác gì đi bar. Em đã ra tận nơi góp ý chỉ cần bật nhỏ tiếng lại 1 chút, nhưng các bà không tiếp thu còn nói lại.  Em nói có chị áo trắng quần đỏ còn nói: em đi thuê thì em phải chịu. Thế em lại hỏi là thuê thì là em không phải nộp tiền nhà, em không phải là công dân, em không được có ý kiến hay sao? Theo các anh chị, em nên làm thế nào ạ    Video: Tuệ Anh				Hưng	L	
11/08/25 - 11:21	FP - BEAT NOW	Nguyễn Đức Hậu	Xem hộ anh				Hưng		
11/08/25 - 12:24	FP - BEAT NOW	Nguyễn Đức Hậu	Bố ơi sao bố lại chạy trước    Video: Thao Nhu		532211589_24690698557215231_5624104787115467918_n.mp4		Hưng	L	
11/08/25 - 12:24	FP - BEAT NOW	Phạm Minh Đức	@Nguyễn Hưng kd ngó qua nha				Hưng		
11/08/25 - 14:24	FP - BEAT NOW	Nguyễn Việt Anh	Thương con quá, còn bé tí mà đã phải bốc vác hộ bố mẹ rồi    Video: CúnBông		530258305_24832037936380430_4189932476689507160_n.mp4		Hưng	L	
11/08/25 - 14:45	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1DB7E58PJTlJ7VerGHoJi3vvd6NmCUlJB/view?usp=sharing	Hưng	L	
11/08/25 - 15:35	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1Gf9FAeOgrpFWNmJIxV3roZgF5zIrac29/view?usp=sharing	Hưng	L	
11/08/25 - 15:35	FP - BEAT NOW	Nguyễn Thu Uyên	@Nguyễn Hưng em gửi vid ạ				Hưng		
11/08/25 - 15:56	FP - BEAT NOW	Nguyễn Thu Uyên				https://www.tiktok.com/@hominhkhuong98/video/7536847165285600519?_r=1&_t=ZS-8ymEC6xvNQu	Hưng		
11/08/25 - 15:56	FP - BEAT NOW	Nguyễn Thu Uyên	@Nguyễn Hưng e làm vid này được không ạ				Hưng		
11/08/25 - 15:56	FP - BEAT NOW	Nguyễn Hưng	cap k cợt nhả nhé				Hưng		
11/08/25 - 15:56	FP - BEAT NOW	Nguyễn Thu Uyên	[Message Retracted]				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Việt Anh	Phục vụ thượng đế mà da gà nó cứ nổi cục cục    Video: vulamdoan		529281178_24206856268942890_4149393534595657470_n.mp4		Hưng	L	
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Việt Anh	@Nguyễn Hưng  a ơi có 1 số vid khi e đăng nó sẽ quét bản quyền mà nếu bị đánh kiểu chứa nội dung do ng khác xác nhận ấy thì nó có vẻ kém hiệu quả hơn vid bthg, thì có giải pháp nào k ạ				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Việt Anh	Như kiểu có bên đăng trc xong họ xác nhận vid đấy của họ				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Tuấn Dũng	hiện tại ko có e ơi, mình đăng sau phải chịu thui				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Việt Anh	Vâng ạ				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Phạm Minh Đức	như vid vừa đăng là bản quyền về âm thanh mà nhỉ,				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Việt Anh	Ko phải đâu a, nó bị dính vid do ng khác xác nhận				Hưng	L	
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Việt Anh	Mình có xác nhận vid thành của mh dc k a				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Tuấn Dũng	hồi dùng RM đó e				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Tuấn Dũng	hồi đó VA vào chưa nhỉ				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Việt Anh	E vào r mad				Hưng	L	
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Việt Anh	E có dùng sau đó k thấy mng dùng nx				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Tuấn Dũng	nó chết rồi				Hưng	L	
11/08/25 - 16:39	FP - BEAT NOW	Tuấn Dũng	vl thế là VA làm đây 3 năm rồi à				Hưng	L	
11/08/25 - 16:39	FP - BEAT NOW	Phạm Minh Đức	hơn 2 r a				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Việt Anh	Trông e vẫn mới mẻ với a à				Hưng	L	
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1HTjz_e30GfspnbjHrDJ3qoNN9OApnexB/view?usp=sharing	Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Hưng	cái này chắc bỏ cho an toàn nhé a ơi	527672855_1427452495006752_2689561336541558753_n.png			Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Hưng	[Message Retracted]				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Hưng	Nó chỉ là gió chứ em có thấy gì không	"530415616_1430651714872554_6812661702292702980_n.jpg 433551290_813770420769709_5530554053657524951_n.jpg"			Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Hưng	a đọc lại phần policy e gửi nhé				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Đức Hậu	Nhiều video hoa hậu người mẫu còn hơn thế, chắc cũng ko đăng được đúng ko em				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Hưng	a ơi e thấy trên policy có chữ "bí mật" ấy a				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Đức Hậu	Cũng là khán giả quay				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Hưng	a có đọc sót k ạ				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Hưng	sao so sánh thế dc a ơi				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Đức Hậu	Nhiều clip người đi đường người dân quay lại cũng còn hở phía trước hơn vậy mà				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Hưng	mình làm page mà a nvu của bọn e là đảm bảo an toàn cho page thôi a				Hưng		
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Đức Hậu	Ok, anh muốn là mình phải bắt chuẩn em ui				Hưng	L	
11/08/25 - 16:39	FP - BEAT NOW	Nguyễn Đức Hậu	Vì có nhiều page cũng đăng clip này rồi				Hưng		
11/08/25 - 17:30	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/11N4Sq2YWbKBxrqLnaWy6fJ-5UkeTb3-P/view?usp=sharing	Hưng	L	
11/08/25 - 17:30	FP - BEAT NOW	Nguyễn Thu Uyên	Nguy hiểm quá @Minh Đức @Nguyễn Hưng e gửi vid ạ				Hưng		
11/08/25 - 17:30	FP - BEAT NOW	Nguyễn Việt Anh	Cầu hôn tại Concert Quốc gia và cổ say yes    Đã yêu nước rồi còn yêu nhau nữa chớ    Video: Đi ngủ sớm #beatnow #tiepluatuhao		527596916_24441414692187389_3457107946612525094_n.mp4		Hưng	L	
11/08/25 - 17:30	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1--Ba7rKqMDBLKB7wlUXR--Oc2z9wzlEx/view?usp=sharing	Hưng	L	
11/08/25 - 18:19	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1yNYIX7i85sSGER129xTwlV19_bnlihlA/view?usp=sharing	Hưng	L	
11/08/25 - 18:19	FP - BEAT NOW	Nguyễn Thu Uyên	@Nguyễn Hưng@Minh Đức e gửi vid ạ				Hưng		
11/08/25 - 20:50	FP - BEAT NOW	Nguyễn Việt Anh	Chắc là không quê đâu    Video: Hằng Angela		531597487_9781156891986230_5987305635705162786_n.mp4		Hưng	L	
11/08/25 - 20:50	FP - BEAT NOW	Nguyễn Việt Anh	Vua chúa cũng chỉ đến thế là cùng    Video: tám búa		528731920_24295133923509333_4142907538533159455_n.mp4		Hưng	L	
12/08/25 - 09:33	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1uOGw9NsPDIqO19PVq7lmmKkJ7QP9DnZ-/view?usp=sharing	Hưng	L	
12/08/25 - 10:38	FP - BEAT NOW	Phạm Minh Đức	Sau này con sẽ hiểu tất cả những gì mẹ làm cũng chỉ vì mẹ mà thôi    Cre: Duyên Nguyễn	528293614_1487273549279727_9187309595369630504_n.png			Hưng	L	
12/08/25 - 11:51	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1otVHy3lDgLqzJCwIwzZLhWtj-XA2SPoM/view?usp=sharing	Hưng	L	
12/08/25 - 11:51	FP - BEAT NOW	Nguyễn Thu Uyên	Không biết nói nhưng chị biết ngửi nha em				Hưng		
12/08/25 - 11:51	FP - BEAT NOW	Phạm Minh Đức		"524313734_1083714077235823_6902095266970898939_n.jpg 524313734_1083714077235823_6902095266970898939_n.jpg"		https://www.facebook.com/share/p/1J1f9W4WAy/	Hưng	L	
12/08/25 - 12:22	FP - BEAT NOW	Phạm Minh Đức		527503264_781550637558944_1747382542224337964_n.png			Hưng	L	
12/08/25 - 12:22	FP - BEAT NOW	Phạm Minh Đức		516098610_730419072958398_3914817098691373356_n.png			Hưng		
12/08/25 - 13:26	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1n_qHxf3WM-oA-SchVtUzB1B2ad9VmgA6/view?usp=sharing	Hưng	L	
12/08/25 - 14:41	FP - BEAT NOW	Nguyễn Việt Anh	Bảo sao ảnh mãi chưa qua    Video: TamCa		529233054_30849266778051333_4606483136137895207_n.mp4		Hưng	L	
12/08/25 - 14:59	FP - BEAT NOW	Phạm Minh Đức	Hữu duyên được gặp bác sĩ sổn lừa ngoài đời	528330320_753312060736802_2926469369120884464_n.png			Hưng	L	
12/08/25 - 15:22	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/12CR7F8Nke4tfDj6AgxvQHhcyjNwT_TXv/view?usp=sharing	Hưng	L	
12/08/25 - 15:22	FP - BEAT NOW	Nguyễn Việt Anh	Clip anh edit đăng tiktok		530360713_24289226120686699_4361197592657351904_n.mp4		Hưng		
12/08/25 - 15:22	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1RHZZyKEFwVvGwmYaZE1V1dOXGPzj4kPM/view?usp=sharing	Hưng	L	
12/08/25 - 15:22	FP - BEAT NOW	Nguyễn Thu Uyên	@Minh Đức @Nguyễn Hưng e gửi vid ạ				Hưng		
12/08/25 - 16:28	FP - BEAT NOW	Nguyễn Việt Anh	Chúc chàng trai thượng lộ bình an    Cre: Hà và Việt Nam	530256581_3844111022553410_7293428327506764781_n.jpg			Hưng	L	
12/08/25 - 16:28	FP - BEAT NOW	Nguyễn Hưng	cái text chắc là từ HN vào TPHCM chứ nhỉ				Hưng	L	
12/08/25 - 16:28	FP - BEAT NOW	Phạm Minh Đức	thiếu chứ O roài				Hưng		
12/08/25 - 16:28	FP - BEAT NOW	Nguyễn Việt Anh		528578056_1826749098238131_2236706311912782884_n.jpg			Hưng	L	
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1DEuy0fwQvJIxPMl-HgLBPiEuhELlNjqP/view?usp=sharing	Hưng		
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Thu Uyên	Như bà cụ non vậy đó @Nguyễn Hưng @Minh Đức e gửi vid ạ				Hưng		
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Hưng	0;47 bỏ cái đoạn cắt mồm đi nhá				Hưng		
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Việt Anh	Bố vừa đi họp phụ huynh cho anh trai về. Chắc là kết quả tốt nên bố khen và ôm anh trước   thế là em gái dỗi bỏ lên phòng.   Anh bố lại phải chạy theo dỗ con gái rượu.  Video: Nhà Ken Gạo		528901530_24118782694469756_6728810030200125296_n.mp4		Hưng	L	
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Đức Hậu				https://drive.google.com/file/d/1JzpxAP2V4zgAfPxgBpzFmG7_3_h9A685/view?usp=sharing	Hưng	L	
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Thu Uyên				https://www.tiktok.com/@tamca.79/video/7537320925826419975?_r=1&_t=ZS-8yoGQsnDQwb	Hưng		
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Thu Uyên	@Nguyễn Hưng vid này e lên dc không ạ				Hưng		
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Hưng	dc e ơi				Hưng		
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1X6dc8TZz-Xrp9zrU3OWbNZXWi58HKjjY/view?usp=sharing	Hưng	L	
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Thu Uyên	@Nguyễn Hưng @Minh Đức check em với ạ				Hưng		
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1JEyEIdr7HM0W_JY8DNNwoOLxXcL4vIyB/view?usp=sharing	Hưng	L	
12/08/25 - 16:56	FP - BEAT NOW	Nguyễn Thu Uyên	@Nguyễn Hưng e gửi lại vid với ạ				Hưng		
12/08/25 - 18:12	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1Fcfg2iMwCKsggFksk4YWRXh-lOGZa-4A/view?usp=sharing	Hưng	L	
12/08/25 - 18:12	FP - BEAT NOW	Hưng	Trẻ dỗ người iu giờ dỗ gái cưng @Minh Đức @Nguyễn Hưng	527777837_1110095413851704_6000901618901991321_n.png			Hưng	L	
12/08/25 - 18:12	FP - BEAT NOW	Nguyễn Thu Uyên	em gửi vid ạ				Hưng		
12/08/25 - 18:12	FP - BEAT NOW	Nguyễn Hưng	cho a xin thêm 1 chữ N vào cuối				Hưng		
12/08/25 - 18:39	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1UuUDA7eOw0lqREPhJXGM3wuKNwind910/view?usp=sharing	Hưng	L	
12/08/25 - 18:39	FP - BEAT NOW	Nguyễn Thu Uyên	Ai out trend nà @Nguyễn Hưng				Hưng	L	
12/08/25 - 18:39	FP - BEAT NOW	Nguyễn Thu Uyên				https://drive.google.com/file/d/1O8zr5Z-2ScsEv1Qs5MVCQAhqOsNJFe-J/view?usp=sharing	Hưng	L	
12/08/25 - 18:39	FP - BEAT NOW	Nguyễn Thu Uyên	e gửi lại vid bố ôm con thiếu n				Hưng		
12/08/25 - 21:25	FP - BEAT NOW	Phạm Minh Đức	Xin hứa hết lần này bỏ nhậu    Video: Phuc Louis		529923939_24273461508991519_2764378573037469677_n.mp4		Hưng	L	
12/08/25 - 23:33	FP - BEAT NOW	Phạm Minh Đức		"524313734_1083714077235823_6902095266970898939_n.jpg 531566882_1095785319362032_2679264863373949473_n.jpg"		https://web.facebook.com/share/p/163FhBDzPS/	Hưng	L	
07/08/25 - 23:18	FP - Beatvn	Nguyễn Thị Ngọc Huyền	@Tuấn Dũng  ơi	"528311884_1149749963871471_6650984322589925548_n.jpg 527022469_1177804274219260_5441532754465525736_n.jpg 526533266_1072461201658804_8590896730202588357_n.jpg 527225444_1338636047611772_7227295910222034826_n.jpg"			Dũng		
07/08/25 - 23:18	FP - Beatvn	Nguyễn Thị Ngọc Huyền	@Tung Doan  a ơi :))))				Dũng		
